,Alko Saarijärvi,"8,20 €",alkoholijuomat
,Sale Kyyjärvi,"8,95 €",ruokakauppa
,M-Market Kivijärvi,"1,50 €",kahvit
,Tokmanni Saarijärvi,"5,68 €",muu
,R-Kioski Jyväskylän asema,"5,60 €",kahvit
,Prisma Lielahti,"11,50 €",ruokakauppa
,Prisma Lielahti,"5,95 €",ruokakauppa
,Prisma Lielahti,"18,95 €",ruokakauppa
,Tesoman yhteisökahvila,"5,00 €",kahvit
,K-Supermarket Westeri,"9,63 €",ruokakauppa
,Prisma Lielahti,"6,20 €",ruokakauppa
,Prisma Lielahti,"17,87 €",ruokakauppa
,K-Market Pohtola,"5,74 €",ruokakauppa
,Prisma Lielahti,"11,64 €",ruokakauppa
,TKL,"5,40 €",julkinen liikenne
,Prisma Lielahti,"21,35 €",ruokakauppa
,Prisma Lielahti,"4,25 €",ruokakauppa
,Prisma Lielahti,"5,77 €",ruokakauppa
,Prisma Lielahti,"10,41 €",ruokakauppa
,TKL,"5,40 €",julkinen liikenne
,TKL,"8,10 €",julkinen liikenne
,Ravintola Vaski,"4,60 €",kahvit
,Prisma Lielahti,"20,45 €",ruokakauppa
,Sale Haukiluoma,"7,49 €",ruokakauppa
,TKL,"5,40 €",julkinen liikenne
,Han Guk,"14,40 €",ulkona syöminen
,Prisma Lielahti,"5,00 €",ruokakauppa
,K-Supermarket Westeri,"2,78 €",ruokakauppa
,Kotipizza Tesoma,"5,40 €",kahvit
,Prisma Lielahti,"13,55",ruokakauppa
,K-Market Pohtola,"15,46",ruokakauppa
joulu-tammi,K-Market Pohtola,"21,67 €",ruokakauppa
,K-Market Pohtola,"15,92 €",ruokakauppa
,K-Market Pohtola,"23,76 €",ruokakauppa
,K-Market Pohtola,"18,27 €",ruokakauppa
,K-Market Pohtola,"23,52 €",ruokakauppa
,Hesburger Lielahti,"11,80 €",take away
,Prisma Lielahti,"31,67 €",ruokakauppa
,Kotipizza Lielahti,"17,80 €",take away
,Prisma Lielahti,"12,99 €",ruokakauppa
,Prisma Lielahti,"14,07 €",ruokakauppa
,K-Market Pohtola,"17,53 €",ruokakauppa
,Hesburger Prisma,"5,10 €",kahvit
,Tesoman yhteisökahvila,"4,50 €",kahvit
,K-Supermarket Westeri,"15,75 €",ruokakauppa
,TKL,"5,40 €",julkinen liikenne
,Pizpala,"16,70 €",take away
,Prisma Lielahti,"15,69 €",ruokakauppa
,Vihreä Vuohi Lielahti,"10,50 €",kahvit
,Prisma Lielahti,"0,66 €",ruokakauppa
,TKL,"9,00 €",julkinen liikenne
,Prisma Lielahti,"6,38 €",ruokakauppa
,K-Market Pohtola,"5,29 €",ruokakauppa
,Prisma Lielahti,"25,22 €",ruokakauppa
,TKL,"5,40 €",julkinen liikenne
,Subway Lielahti,"14,30 €",take away
,Prisma Lielahti,"21,47 €",ruokakauppa
,Shell Iittala,"5,20 €",kahvit
,Prisma Lielahti,"10,56 €",ruokakauppa
